date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:40	4624/4624	---M--	200	added ('OK')	application/javascript	etag:%221210-609bad40113d0%22	https://track.nopaperforms.com/js/track.js	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/track.nopaperforms.com/js/track.js	(from https://www.kccitm.edu.in/)
11:26:41	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:40%20GMT	https://www.kccitm.edu.in/WebResource.axd?d=ytJRYBGW20rOvgSftw1nGQvbig8iMdBwfidVTPa20Ze2DFyVxF6xxhESwcVRjjfeUSnYzlnznRRvSZNoRxY4v-al-581&t=638901289900000000	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/WebResource.10d59f.delayed	(from https://www.kccitm.edu.in/)
11:26:42	6198/6198	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2007%20Aug%202025%2009:03:10%20GMT	https://www.kccitm.edu.in/webresource.axd?d=ytJRYBGW20rOvgSftw1nGQvbig8iMdBwfidVTPa20Ze2DFyVxF6xxhESwcVRjjfeUSnYzlnznRRvSZNoRxY4v-al-581&t=638901289900000000	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/webresourced59f.js	(from https://www.kccitm.edu.in/)
11:26:42	341/341	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:41%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=zu5IlZ9DMaaAqxyEajvRP_OkVGp6T1vXm8ofRLGAA2IEzqqHGz_Usf8UMSa4q7GSstQnavMExT19hGZXbG1GB5Bqt9PF-UY5JCSzszUD1aKZzkIjzlC4h-iZVp-lgQYSuYlAudaqYGG6UIz0lpA30HfrS4Q1&t=7f7f23e2	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.12f590.delayed	(from https://www.kccitm.edu.in/)
11:26:43	26954/26954	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=zu5IlZ9DMaaAqxyEajvRP_OkVGp6T1vXm8ofRLGAA2IEzqqHGz_Usf8UMSa4q7GSstQnavMExT19hGZXbG1GB5Bqt9PF-UY5JCSzszUD1aKZzkIjzlC4h-iZVp-lgQYSuYlAudaqYGG6UIz0lpA30HfrS4Q1&t=7f7f23e2	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresourcef590.js	(from https://www.kccitm.edu.in/)
11:26:43	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:42%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=oMDmnU_WAmz__4rRXT-oPZC0S9dCmTCekEhF3ZWMxS4K0z64bhbCZtqdaeHMn4MYkrDQFq53eIJ2W-KTx3UGREcLcuqCHp4SbQAMGVi_ay-pz8c-_37-8ZK1Rax7Nm68UnpIjw2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.149a15.delayed	(from https://www.kccitm.edu.in/)
11:26:45	89394/89394	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=oMDmnU_WAmz__4rRXT-oPZC0S9dCmTCekEhF3ZWMxS4K0z64bhbCZtqdaeHMn4MYkrDQFq53eIJ2W-KTx3UGREcLcuqCHp4SbQAMGVi_ay-pz8c-_37-8ZK1Rax7Nm68UnpIjw2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource9a15.js	(from https://www.kccitm.edu.in/)
11:26:45	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:43%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=MVVG-Jar1I-r03-qumKWAShC37Ce_a8QC1a64Uy2MhxzRFDfwQ2HqSwM-XmwIRzrwMZV7Q-cCFKkhvsS9AiTxaTIlvIYNZAGwolNAhT-Vn1KRw4EOADnVcAfohEKI8RfMAIYnw2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.16ded4.delayed	(from https://www.kccitm.edu.in/)
11:26:46	37296/37296	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=MVVG-Jar1I-r03-qumKWAShC37Ce_a8QC1a64Uy2MhxzRFDfwQ2HqSwM-XmwIRzrwMZV7Q-cCFKkhvsS9AiTxaTIlvIYNZAGwolNAhT-Vn1KRw4EOADnVcAfohEKI8RfMAIYnw2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresourceded4.js	(from https://www.kccitm.edu.in/)
11:26:46	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:44%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=67f1hYfuUB0OuqS6t6ZQ7RAjphlkGqQw_G3IA6vZdIDtlpFEAcj0lNiGQEq6klRatLkSLPZHU51tvCWrXZRnAE_Ta_cR4FVp5CDLkINg_Oa4Tdxn3B-sDRPaN3xmqlaOpVDmrA2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.18700d.delayed	(from https://www.kccitm.edu.in/)
11:26:47	18246/18246	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=67f1hYfuUB0OuqS6t6ZQ7RAjphlkGqQw_G3IA6vZdIDtlpFEAcj0lNiGQEq6klRatLkSLPZHU51tvCWrXZRnAE_Ta_cR4FVp5CDLkINg_Oa4Tdxn3B-sDRPaN3xmqlaOpVDmrA2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource700d.axd	(from https://www.kccitm.edu.in/)
11:26:47	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:45%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=ZeEeD4QzqocFuwpmivlQ7I8nmjlNbhEBtOgiCDMXCMOUiYkK1ztTM_EIK_MlomGjX_XOngtlVBZgnxlIwZhixy7QQ-s4xj0aacJXpT0_PJl1I-6_pgAnVEMyL5zfzMo_hTmOLg2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.1a3bad.delayed	(from https://www.kccitm.edu.in/)
11:26:48	1851/1851	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=ZeEeD4QzqocFuwpmivlQ7I8nmjlNbhEBtOgiCDMXCMOUiYkK1ztTM_EIK_MlomGjX_XOngtlVBZgnxlIwZhixy7QQ-s4xj0aacJXpT0_PJl1I-6_pgAnVEMyL5zfzMo_hTmOLg2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource3bad.axd	(from https://www.kccitm.edu.in/)
11:26:48	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:46%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=EKOJIe0A8JMtXYkgJf5iVmbt7lzSZ0q7vJdWJmDPFyAK3_5s-Eur89W2u4JZzeVugICX9rgO4FZfNeBiRgAM_RxX1KhZiv4E8ne4crTX1f3fH-JwCGOZ2jwUYOq_EzAieKYkng2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.1c6c79.delayed	(from https://www.kccitm.edu.in/)
11:26:49	31174/31174	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=EKOJIe0A8JMtXYkgJf5iVmbt7lzSZ0q7vJdWJmDPFyAK3_5s-Eur89W2u4JZzeVugICX9rgO4FZfNeBiRgAM_RxX1KhZiv4E8ne4crTX1f3fH-JwCGOZ2jwUYOq_EzAieKYkng2&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource6c79.axd	(from https://www.kccitm.edu.in/)
11:26:49	341/341	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:48%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=WfP1_sNmCea_3AZ1qGR8jlyNQ5KtgeZ8VCRxBsE3nxQRmNl5x7gByzGAXaK7C6gq1lDiBL8VZtr-jhKAU4vTiYcj3KPpkvVAKQgBr0wI0ze_Olj-g5nn1XnOKRB_jsAd61xWiGUkTK0GMDtzp1GtLcF7WWE1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.1ec86c.delayed	(from https://www.kccitm.edu.in/)
11:26:50	21411/21411	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=WfP1_sNmCea_3AZ1qGR8jlyNQ5KtgeZ8VCRxBsE3nxQRmNl5x7gByzGAXaK7C6gq1lDiBL8VZtr-jhKAU4vTiYcj3KPpkvVAKQgBr0wI0ze_Olj-g5nn1XnOKRB_jsAd61xWiGUkTK0GMDtzp1GtLcF7WWE1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresourcec86c.axd	(from https://www.kccitm.edu.in/)
11:26:50	341/341	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:49%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=HBpity9RVnea5q0tEgTgKsFcSAvrZtDvFvctJ3DoGjsNOr0yEsPvueEyvkPlM_Wljv4-wLzqACri3dwe1E3nzI0s-kZFh1B_WAabeHxJrA63b0Y0cf2QQQZd4lf1Ul4O8jhpTbl25V2TdgFDCrqpJE0B5001&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.200fce.delayed	(from https://www.kccitm.edu.in/)
11:26:51	5857/5857	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=HBpity9RVnea5q0tEgTgKsFcSAvrZtDvFvctJ3DoGjsNOr0yEsPvueEyvkPlM_Wljv4-wLzqACri3dwe1E3nzI0s-kZFh1B_WAabeHxJrA63b0Y0cf2QQQZd4lf1Ul4O8jhpTbl25V2TdgFDCrqpJE0B5001&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource0fce.axd	(from https://www.kccitm.edu.in/)
11:26:52	341/341	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:50%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=6tpK0GbqDxtXaNXLW7MKdpCFPJl_dVjuPHytxeZyjkNlXH0D20mkP-NO0O2eVW41HHgjtqMEs6_v8LfjqY2Va0weSaWWY_r0LJho1Y-nE_w-XgvMxPoFXT_-sKMb2RsDxwdOD_a45HN0xgB8Pr1IW0rszHg1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.2275a7.delayed	(from https://www.kccitm.edu.in/)
11:26:52	10209/10209	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=6tpK0GbqDxtXaNXLW7MKdpCFPJl_dVjuPHytxeZyjkNlXH0D20mkP-NO0O2eVW41HHgjtqMEs6_v8LfjqY2Va0weSaWWY_r0LJho1Y-nE_w-XgvMxPoFXT_-sKMb2RsDxwdOD_a45HN0xgB8Pr1IW0rszHg1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource75a7.axd	(from https://www.kccitm.edu.in/)
11:26:53	362/362	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:51%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=VXa2tPk94Xml-sF6nmvxP3Xr1s0lY6p2lXtaH69BvFt1s0K5TAUvMtD47cc87qglq6xRO2CS84fXVTcSy3e7_hcoJ-kgVs-LWbWnrvhtn5qUeEWc3V-uFpoSgKMw2G9AtEPK7-IlJC6aDxcrBE81Xxf47YgEgj4FcZJKz5pU6TcO79IK0&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.24b751.delayed	(from https://www.kccitm.edu.in/)
11:26:53	11463/11463	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=VXa2tPk94Xml-sF6nmvxP3Xr1s0lY6p2lXtaH69BvFt1s0K5TAUvMtD47cc87qglq6xRO2CS84fXVTcSy3e7_hcoJ-kgVs-LWbWnrvhtn5qUeEWc3V-uFpoSgKMw2G9AtEPK7-IlJC6aDxcrBE81Xxf47YgEgj4FcZJKz5pU6TcO79IK0&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresourceb751.axd	(from https://www.kccitm.edu.in/)
11:26:54	341/341	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:56:52%20GMT	https://www.kccitm.edu.in/ScriptResource.axd?d=51YVULNU8kT1-CUCeOxkdkZ8vVTKNdAIvSzkJT1ncFPwbfvlb_86BC-0wz6bI7PJGdjCM15d94M-e6BJ1AaYPu2AGr2J0Qf1DhC6J0rmXrxL_gChPztBJfgnTKz40CIw1OTV2COIxNiLV7U6sPZCSfRCc3U1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ScriptResource.2637ea.delayed	(from https://www.kccitm.edu.in/)
11:26:54	6606/6606	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2006%20Mar%202026%2004:36:52%20GMT	https://www.kccitm.edu.in/scriptresource.axd?d=51YVULNU8kT1-CUCeOxkdkZ8vVTKNdAIvSzkJT1ncFPwbfvlb_86BC-0wz6bI7PJGdjCM15d94M-e6BJ1AaYPu2AGr2J0Qf1DhC6J0rmXrxL_gChPztBJfgnTKz40CIw1OTV2COIxNiLV7U6sPZCSfRCc3U1&t=23c9c237	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scriptresource37ea.axd	(from https://www.kccitm.edu.in/)
11:26:56	296637/296637	---M--	410	error ('Gone')	text/html	date:Fri,%2006%20Mar%202026%2005:56:53%20GMT	https://www.kccitm.edu.in/clat-2026	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/clat-2026.28.delayed	(from https://www.kccitm.edu.in/)
11:26:57	297367/297367	---M--	410	error ('Gone')	text/html	date:Fri,%2006%20Mar%202026%2005:56:56%20GMT	https://www.kccitm.edu.in/ilhe/ipu-cet/	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-cet/index.html	(from https://www.kccitm.edu.in/)
11:26:59	300527/300527	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:56:56%20GMT	https://www.kccitm.edu.in/anugoonj-2026	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/anugoonj-2026.html	(from https://www.kccitm.edu.in/)
11:27:00	400777/400777	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:56:57%20GMT	https://www.kccitm.edu.in/ilhe/ipu-bba	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-bba.html	(from https://www.kccitm.edu.in/)
11:27:02	398464/398464	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:56:57%20GMT	https://www.kccitm.edu.in/ilhe/ipu-bca	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-bca.html	(from https://www.kccitm.edu.in/)
11:27:03	398713/398713	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:56:58%20GMT	https://www.kccitm.edu.in/ilhe/ipu-bjmc	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-bjmc.html	(from https://www.kccitm.edu.in/)
11:27:05	388258/388258	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:00%20GMT	https://www.kccitm.edu.in/ilhe/ipu-bcom	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-bcom.html	(from https://www.kccitm.edu.in/)
11:27:07	401299/401299	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:02%20GMT	https://www.kccitm.edu.in/ilhe/ipu-cet-ba-llb	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-cet-ba-llb.html	(from https://www.kccitm.edu.in/)
11:27:08	387283/387283	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:04%20GMT	https://www.kccitm.edu.in/ilhe/ipu-cet-bba-llb	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/ilhe/ipu-cet-bba-llb.html	(from https://www.kccitm.edu.in/)
11:27:10	428080/428080	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:06%20GMT	https://www.kccitm.edu.in/courses/mba-admissions-greater-noida	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/courses/mba-admissions-greater-noida.html	(from https://www.kccitm.edu.in/)
11:27:10	164/164	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:57:08%20GMT	https://www.kccitm.edu.in/alumni-network/index.html	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/alumni-network/index.32.delayed	(from https://www.kccitm.edu.in/)
11:27:11	313296/313296	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:07%20GMT	https://www.kccitm.edu.in/testimonials	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/testimonials.html	(from https://www.kccitm.edu.in/)
11:27:12	305619/305619	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:08%20GMT	https://www.kccitm.edu.in/scholarship/	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/scholarship/index.html	(from https://www.kccitm.edu.in/)
11:27:12	163/163	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:57:11%20GMT	https://www.kccitm.edu.in/careers-at-kcc/	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/careers-at-kcc/index.html	(from https://www.kccitm.edu.in/)
11:27:13	149/149	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:57:12%20GMT	https://www.kccitm.edu.in/about-us	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/about-us.33.delayed	(from https://www.kccitm.edu.in/)
11:27:13	48542/48542	---M-Z	200	added ('OK')	text/html	etag:%22cf6637ada086dc1:0%22	https://www.kccitm.edu.in/alumni-network/	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/alumni-network/index.html	(from https://www.kccitm.edu.in/)
11:27:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Mar%202026%2005:57:12%20GMT	https://www.kccitm.edu.in/about-us/kcc-institutes	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/about-us/kcc-institutes.34.delayed	(from https://www.kccitm.edu.in/)
11:27:16	303977/303977	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:13%20GMT	https://www.kccitm.edu.in/about-us/kcc-mission-and-vision	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/about-us/kcc-mission-and-vision.html	(from https://www.kccitm.edu.in/)
11:27:17	298757/298757	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:13%20GMT	https://www.kccitm.edu.in/about-us/chairman-message	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/about-us/chairman-message.html	(from https://www.kccitm.edu.in/)
11:27:18	298395/298395	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202026%2005:57:14%20GMT	https://www.kccitm.edu.in/about-us/vice-chairpersons-message	C:/Users/TRT/Desktop/kccitm-clone/kccitm-clone/www.kccitm.edu.in/about-us/vice-chairpersons-message.html	(from https://www.kccitm.edu.in/)
